anchor;x;y;distance;distance_cm;channel;rssi
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;0;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;1;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-53
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;2;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-55
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
s0;1.4298658120190435;8.570134187980956;8.688596908614237;869;3;-54
